chr	start	end
chr2	118929078	118929216
chr2	118930596	118930843
chr2	118932400	118932587
chr2	118938048	118939305
chr2	118951712	118951845
chr2	118954943	118955413
chr2	118961988	118962948
chr2	118970828	118971363
chr2	118980903	118981619
chr2	118982027	118982863
chr2	118988710	118989136
chr2	118991320	118991382
chr2	118992679	118993846
chr2	118998483	118999125
chr2	119000212	119000288
chr2	119002613	119002711
chr2	119008879	119009201
chr2	119014630	119015584
chr2	119021455	119021587
chr2	119021820	119022334
chr2	119023827	119024117
chr2	119028659	119028845
chr2	119031921	119032022
chr2	119033246	119033497
chr2	119033711	119034167
chr2	119035304	119035470
chr2	119037008	119037400
chr2	119048090	119048196
chr2	119053588	119053659
chr2	119055257	119055326
chr2	119062823	119063973
chr2	119064364	119064784
chr2	119071068	119071162
chr2	119076474	119077145
chr2	119088733	119089092
chr2	119095427	119095627
chr2	119096241	119097151
chr2	119114029	119114864
chr2	119125691	119126636
chr2	119130251	119130454
chr2	119137426	119137873
chr2	119139949	119140737
chr2	119144404	119144534
chr2	119146402	119147054
chr2	119148149	119149045
chr2	119151303	119151815
chr2	119152646	119152841
chr2	119154958	119155079
chr2	119157889	119158078
chr2	119163269	119164127
chr2	119170384	119170801
chr2	119176476	119177312
chr2	119183977	119184523
chr2	119190687	119190877
chr2	119195318	119195479
chr2	119196869	119197055
chr2	119198108	119198157
chr2	119199205	119199365
chr2	119199837	119200007
chr2	119202841	119203143
chr2	119239467	119240041
chr2	119262693	119263172
chr2	119283875	119284192
chr2	119286712	119287179
chr2	119302587	119304202
chr2	119319968	119320495
chr2	119332999	119333058
chr2	119338022	119338287
chr2	119359974	119360139
chr2	119361190	119361389
chr2	119372679	119373844
chr2	119384465	119384948
chr2	119389145	119389287
chr2	119393848	119394003
chr2	119404144	119404523
chr2	119405079	119405597
chr2	119407450	119407568
chr2	119409202	119409433
chr2	119413022	119413616
chr2	119419590	119420740
chr2	119429741	119429953
chr2	119431183	119431863
chr2	119432834	119433023
chr2	119437379	119437571
chr2	119443483	119444758
chr2	119451159	119451359
chr2	119451982	119452043
chr2	119453467	119453896
chr2	119462542	119462671
chr2	119463714	119464830
chr2	119466140	119466191
chr2	119466739	119466826
chr2	119472329	119472462
chr2	119476005	119476119
chr2	119478844	119479325
chr2	119480092	119480476
chr2	119483199	119483327
chr2	119488320	119489102
chr2	119493905	119493989
chr2	119500247	119501626
chr2	119517982	119518263
chr2	119553596	119554293
chr2	119561949	119562098
chr2	119567236	119568784
chr2	119569761	119570869
chr2	119583586	119585118
chr2	119585764	119586391
chr2	119593164	119593332
chr2	119593693	119593922
chr2	119594811	119595961
chr2	119602953	119603131
chr2	119612819	119613891
chr2	119623877	119624334
chr2	119624839	119626062
chr2	119634641	119635177
chr2	119642825	119642996
chr2	119671768	119672079
chr2	119698006	119699210
chr2	119722566	119723444
chr2	119723843	119724253
chr2	119743613	119743943
chr2	119796466	119796708
chr2	119797820	119798642
chr2	119812031	119812417
chr2	119815727	119815813
chr2	119818191	119818402
chr2	119821828	119821971
chr2	119826707	119827175
chr2	119834484	119834709
chr2	119837160	119837817
chr2	119842612	119842907
chr2	119852891	119853815
chr2	119869979	119870474
chr2	119875517	119876434
chr2	119883414	119883531
chr2	119894630	119895070
chr2	119901894	119902551
chr2	119910679	119911122
chr2	119916378	119916427
chr2	119919506	119920220
chr2	119924679	119924886
chr2	119925607	119926080
chr2	119928984	119929185
chr2	119931462	119932224
chr2	119934709	119934929
chr2	119936825	119937096
chr2	119954402	119954936
chr2	119960347	119960700
chr2	119979597	119980750
chr2	119989111	119989863
chr2	119995382	119995569
chr2	119996426	119997398
chr2	119999392	119999929
chr2	120006071	120006125
chr2	120007707	120007835
chr2	120011615	120012042
chr2	120057449	120057833
chr2	120061738	120062115
chr2	120063687	120063756
chr2	120068803	120068989
chr2	120070944	120071179
chr2	120094305	120094936
chr2	120095256	120095304
chr2	120102992	120103128
chr2	120104865	120105028
chr2	120105308	120106155
chr2	120110749	120111025
chr2	120114229	120114418
chr2	120128251	120128550
chr2	120130592	120130765
chr2	120133844	120134061
chr2	120139721	120140012
chr2	120178252	120179081
chr2	120186387	120186437
chr2	120229446	120230662
chr2	120236745	120237361
chr2	120271898	120272601
chr2	120290675	120291090
chr2	120304484	120304907
chr2	120307163	120307236
chr2	120316619	120316801
chr2	120325604	120326227
chr2	120327862	120328365
chr2	120329132	120329492
chr2	120365576	120365950
chr2	120380560	120380865
chr2	120389089	120389857
chr2	120393059	120393943
chr2	120401604	120402224
chr2	120404063	120404296
chr2	120406287	120406400
chr2	120418219	120418344
chr2	120431934	120432278
chr2	120434154	120434477
chr2	120436453	120436503
chr2	120436962	120437820
chr2	120447618	120447739
chr2	120454244	120455089
chr2	120466706	120466831
chr2	120482283	120482924
chr2	120486105	120486727
chr2	120523371	120524041
chr2	120530300	120530368
chr2	120532252	120532363
chr2	120536817	120537151
chr2	120540473	120540946
chr2	120546605	120546746
chr2	120549688	120549814
chr2	120550362	120550562
chr2	120555608	120555901
chr2	120556429	120557789
chr2	120578963	120579075
chr2	120593258	120594591
chr2	120596222	120596667
chr2	120612657	120612747
chr2	120652818	120653423
chr2	120660888	120661765
chr2	120669728	120670391
chr2	120670997	120671343
chr2	120675565	120676914
chr2	120692451	120692721
chr2	120693447	120693636
chr2	120709034	120709115
chr2	120721213	120721307
chr2	120795314	120796896
chr2	120798789	120798962
chr2	120802232	120803685
chr2	120811165	120811218
chr2	120813764	120814037
chr2	120817136	120817322
chr2	120824283	120824941
chr2	120825790	120826286
chr2	120833729	120835209
chr2	120843463	120843698
chr2	120845387	120845523
chr2	120848242	120848591
chr2	120849272	120849669
chr2	120850194	120850247
chr2	120852863	120853010
chr2	120853914	120854110
chr2	120856258	120856465
chr2	120862293	120863131
chr2	120879777	120880157
chr2	120881407	120882091
chr2	120897692	120898112
chr2	120911229	120911623
chr2	120914278	120914639
chr2	120918832	120918984
chr2	120920139	120920308
chr2	120920771	120921317
chr2	120926419	120926662
chr2	120927704	120928326
chr2	120965539	120966575
chr2	120978831	120979081
chr2	120996084	120997593
chr2	121004769	121005044
chr2	121016439	121016528
chr2	121032183	121032721
chr2	121039351	121039923
chr2	121053783	121054340
chr2	121054639	121054954
chr2	121061133	121062048
chr2	121096681	121097536
chr2	121114968	121115678
chr2	121120711	121121344
chr2	121121708	121122420
chr2	121127482	121127613
chr2	121130801	121131131
chr2	121131724	121131799
chr2	121134917	121135101
chr2	121155997	121156123
chr2	121165033	121165217
chr2	121166606	121166797
chr2	121180421	121181434
chr2	121201367	121201425
chr2	121203772	121203836
chr2	121222575	121222800
chr2	121234006	121234320
chr2	121238750	121240324
chr2	121249452	121249731
chr2	121260564	121261033
chr2	121266402	121266544
chr2	121267935	121268818
chr2	121274470	121275812
chr2	121282491	121283402
chr2	121299475	121300152
chr2	121306185	121306550
chr2	121307938	121308021
chr2	121332096	121332710
chr2	121335250	121335643
chr2	121347609	121348781
chr2	121371965	121372246
chr2	121374803	121374950
chr2	121377160	121377413
chr2	121378441	121378801
chr2	121388856	121389158
chr2	121391772	121391887
chr2	121392422	121392516
chr2	121397044	121397971
chr2	121413371	121414218
chr2	121420423	121421237
chr2	121468009	121468617
chr2	121483766	121484591
chr2	121493703	121493825
chr2	121505775	121505860
chr2	121513797	121514024
chr2	121537602	121537982
chr2	121613578	121613781
chr2	121632135	121633221
chr2	121649410	121649886
chr2	121658267	121658627
chr2	121667572	121668300
chr2	121691935	121693559
chr2	121746780	121746896
chr2	121763410	121763479
chr2	121767488	121767890
chr2	121781323	121782678
chr2	121788594	121788703
chr2	121801413	121801816
chr2	121821621	121821780
chr2	121837325	121837387
chr2	121843854	121844036
chr2	121847826	121848482
chr2	121853523	121855244
chr2	121861558	121862619
chr2	121869014	121869222
chr2	121869624	121869904
chr2	121874293	121875124
chr2	121882245	121882400
chr2	121883662	121883841
chr2	121884037	121884355
chr2	121885038	121887022
chr2	121888053	121888657
chr2	121890786	121891430
chr2	121895347	121896048
chr2	121897113	121897353
chr2	121898400	121898516
chr2	121900435	121900650
chr2	121907405	121908073
chr2	121911495	121911583
chr2	121923415	121923611
chr2	121927015	121927197
chr2	121927758	121928237
chr2	121933812	121933915
chr2	121943625	121944465
chr2	121951362	121952384
chr2	121954631	121954784
chr2	121963603	121964475
chr2	121967157	121967341
chr2	121973027	121974273
chr2	121981757	121982365
chr2	121986349	121986707
chr2	121989729	121990236
chr2	122009532	122009699
chr2	122017697	122017835
chr2	122020260	122020651
chr2	122021835	122022007
chr2	122032668	122032902
chr2	122042793	122043264
chr2	122047487	122047974
chr2	122049221	122049718
chr2	122059549	122061440
chr2	122067580	122067974
chr2	122069514	122070026
chr2	122080669	122080725
chr2	122082213	122082395
chr2	122085605	122085784
chr2	122086805	122086904
chr2	122087100	122087539
chr2	122092166	122092805
chr2	122096298	122097024
chr2	122107359	122107439
chr2	122107637	122107834
chr2	122116897	122117080
chr2	122123214	122123725
chr2	122124546	122124641
chr2	122126882	122127383
chr2	122128254	122128907
chr2	122138396	122139068
chr2	122151712	122151861
chr2	122162924	122163150
chr2	122173987	122175271
chr2	122179951	122180029
chr2	122182766	122182984
chr2	122190232	122190769
chr2	122194179	122195344
chr2	122200958	122202394
chr2	122204208	122204519
chr2	122206625	122206970
chr2	122210997	122211073
chr2	122293046	122293922
chr2	122395402	122395459
chr2	122398331	122398499
chr2	122402095	122402461
chr2	122407522	122407713
chr2	122436590	122437356
chr2	122456109	122457552
chr2	122463282	122463763
chr2	122491931	122492395
chr2	122527639	122528746
chr2	122551442	122551504
chr2	122563844	122565230
chr2	122579494	122579752
chr2	122590745	122591557
chr2	122631702	122632045
chr2	123138126	123138341
chr2	123915783	123915978
chr2	123916299	123916506
chr2	123926844	123926895
chr2	124124810	124124890
chr2	124435491	124436667
chr2	124442581	124442752
chr2	124510220	124510512
chr2	124545667	124545925
chr2	124684245	124684588
chr2	124745638	124746433
chr2	124754174	124754518
chr2	124888943	124889346
chr2	124893657	124894449
chr2	124900817	124900914
chr2	124908896	124909251
chr2	124920330	124920421
chr2	124948511	124949638
chr2	124961490	124962015
chr2	125014933	125015371
chr2	125040274	125040754
chr2	125054166	125054559
chr2	125054798	125055213
chr2	125055974	125056269
chr2	125057722	125058354
chr2	125072815	125073912
chr2	125077926	125078370
chr2	125083762	125083994
chr2	125084763	125085430
chr2	125086653	125086720
chr2	125271773	125271897
chr2	125321070	125321237
chr2	125331042	125332671
chr2	125341081	125341741
chr2	125342003	125342637
chr2	125381659	125381748
chr2	125385970	125386049
chr2	125388032	125388427
chr2	125389294	125389733
chr2	125405656	125405990
chr2	125406860	125407796
chr2	125410902	125411025
chr2	125412135	125412312
chr2	125413102	125413261
chr2	125416611	125416688
chr2	125424242	125424431
chr2	125424870	125425045
chr2	125426215	125426375
chr2	125428476	125428780
chr2	125429320	125429374
chr2	125430501	125430990
chr2	125441393	125442140
chr2	125450201	125451301
chr2	125466457	125466505
chr2	125475983	125476055
chr2	125485667	125486389
chr2	125490899	125491395
chr2	125491712	125493446
chr2	125498363	125499568
chr2	125510809	125511054
chr2	125511551	125511761
chr2	125512964	125513079
chr2	125521857	125522063
chr2	125542344	125542424
chr2	125548922	125549967
chr2	125557355	125558124
chr2	125561573	125562244
chr2	125564399	125564585
chr2	125578859	125578924
chr2	125590744	125590915
chr2	125600532	125600666
chr2	125607880	125609017
chr2	125617078	125617616
chr2	125618152	125618294
chr2	125655659	125655875
chr2	125658714	125658889
chr2	125666475	125666807
chr2	125676755	125677666
chr2	125684184	125685168
chr2	125690114	125690815
chr2	125691703	125692222
chr2	125697216	125697495
chr2	125700198	125700284
chr2	125711535	125711733
chr2	125717219	125717785
chr2	125726348	125727296
chr2	125733279	125734059
chr2	125739267	125739353
chr2	125740330	125740608
chr2	125748527	125748780
chr2	125750357	125750518
chr2	125758422	125758929
chr2	125762147	125762385
chr2	125766930	125767000
chr2	125793136	125793534
chr2	125820022	125820316
chr2	125831777	125832265
chr2	125845614	125845704
chr2	125890061	125890461
chr2	125908894	125909033
chr2	125918672	125918933
chr2	125929638	125929783
chr2	125939936	125940701
chr2	125977533	125978410
chr2	125982807	125983060
chr2	125991161	125992225
chr2	125997303	125997532
chr2	125998270	125998375
chr2	126017793	126018036
chr2	126071427	126071618
chr2	126095903	126096028
chr2	126098441	126098599
chr2	126166123	126166320
chr2	126168879	126169160
chr2	126188717	126190474
chr2	126252334	126252419
chr2	126255024	126255451
chr2	126276157	126276414
chr2	126292323	126292674
chr2	126293761	126293902
chr2	126301528	126301825
chr2	126317359	126317619
chr2	126325577	126325813
chr2	126339770	126339912
chr2	126346716	126346869
chr2	126347200	126347642
chr2	126370952	126371204
chr2	126378387	126379414
chr2	126381157	126381642
chr2	126389471	126389583
chr2	126401042	126401604
chr2	126419490	126420198
chr2	126423194	126423491
chr2	126423882	126424343
chr2	126424795	126425162
chr2	126426385	126426510
chr2	126428158	126428218
chr2	126431941	126432598
chr2	126433420	126434014
chr2	126435525	126435634
chr2	126444253	126445225
chr2	126461529	126462057
chr2	126469656	126469881
chr2	126489191	126489459
chr2	126490367	126490931
chr2	126500232	126502069
chr2	126521110	126521300
chr2	126522171	126522267
chr2	126532723	126533532
chr2	126540488	126540770
chr2	126542979	126543171
chr2	126549168	126549639
chr2	126558104	126558160
chr2	126580774	126581038
chr2	126590040	126590092
chr2	126591657	126592378
chr2	126593999	126594336
chr2	126597937	126598295
chr2	126606364	126606473
chr2	126607393	126607604
chr2	126608224	126608675
chr2	126610476	126610604
chr2	126612580	126612877
chr2	126613414	126613932
chr2	126621542	126621714
chr2	126627668	126627976
chr2	126640697	126640922
chr2	126641621	126642012
chr2	126642488	126642963
chr2	126643187	126643970
chr2	126689415	126689528
chr2	126693129	126693755
chr2	126695392	126695703
chr2	126701053	126702383
chr2	126758179	126759226
chr2	126766123	126766653
chr2	126771518	126771599
chr2	126772104	126772259
chr2	126773992	126774401
chr2	126776687	126777039
chr2	126777574	126777789
chr2	126783239	126783486
chr2	126822454	126822974
chr2	126827253	126827384
chr2	126832305	126832813
chr2	126834139	126834988
chr2	126844107	126844154
chr2	126852609	126852656
chr2	126878243	126878384
chr2	126895750	126896839
chr2	126903521	126903731
chr2	126906153	126907070
chr2	126926895	126927602
chr2	126932805	126932879
chr2	126935356	126935643
chr2	126939747	126939942
chr2	126941974	126942131
chr2	126944745	126944800
chr2	126949944	126950271
chr2	126959150	126960229
chr2	126967868	126968171
chr2	126968509	126969539
chr2	126991958	126992269
chr2	127008451	127009133
chr2	127033668	127034529
chr2	127051861	127052034
chr2	127055509	127055562
chr2	127060147	127060364
chr2	127063414	127063801
chr2	127064173	127064457
chr2	127065557	127066004
chr2	127073096	127074745
chr2	127082534	127082698
chr2	127089782	127089829
chr2	127095315	127096722
chr2	127108478	127108548
chr2	127113480	127113576
chr2	127126407	127126571
chr2	127127468	127127896
chr2	127130087	127131084
chr2	127131416	127131498
chr2	127133078	127133263
chr2	127134360	127134615
chr2	127139719	127140436
chr2	127140758	127141187
chr2	127141519	127141639
chr2	127148534	127148700
chr2	127153567	127153627
chr2	127153929	127154613
chr2	127161025	127161133
chr2	127161430	127162500
chr2	127166842	127167601
chr2	127172244	127172524
chr2	127175511	127175786
chr2	127180924	127181285
chr2	127182798	127182929
chr2	127188300	127189686
chr2	127190134	127190524
chr2	127195621	127195756
chr2	127196617	127197636
chr2	127199950	127200389
chr2	127200887	127201158
chr2	127201624	127201903
chr2	127203856	127203923
chr2	127211198	127211303
chr2	127211740	127211829
chr2	127213369	127213898
chr2	127217062	127217154
chr2	127220297	127220744
chr2	127221672	127222128
chr2	127224586	127224829
chr2	127226514	127226642
chr2	127231971	127232138
chr2	127234011	127234450
chr2	127235848	127236083
chr2	127240335	127240383
chr2	127241437	127241832
chr2	127250729	127251047
chr2	127255912	127256420
chr2	127259092	127259522
chr2	127260809	127261317
chr2	127269844	127270584
chr2	127272608	127272863
chr2	127277369	127277921
chr2	127279426	127279882
chr2	127287878	127288630
chr2	127307621	127308552
chr2	127310141	127310656
chr2	127321667	127321752
chr2	127326856	127327307
chr2	127332801	127333316
chr2	127338877	127339056
chr2	127346999	127347183
chr2	127351520	127351606
chr2	127355940	127356291
chr2	127365178	127365812
chr2	127366862	127367253
chr2	127373947	127374731
chr2	127376802	127377026
chr2	127378457	127378648
chr2	127384948	127385596
chr2	127410037	127410698
chr2	127412668	127413568
chr2	127433917	127434242
chr2	127434663	127434970
chr2	127481838	127482238
chr2	127493569	127493934
chr2	127509676	127509975
chr2	127548193	127548566
chr2	127555417	127555596
chr2	127556703	127556848
chr2	127579806	127580120
chr2	127581340	127581436
chr2	127586348	127586538
chr2	127599498	127600283
chr2	127609044	127609322
chr2	127614342	127615233
chr2	127617777	127618535
chr2	127651890	127651981
chr2	127657203	127658036
chr2	127658625	127658945
chr2	127671247	127671547
chr2	127715117	127715495
chr2	127734771	127734881
chr2	127739832	127740079
chr2	127794496	127794955
chr2	127834701	127834805
chr2	127886755	127886848
chr2	127887262	127887416
chr2	127888379	127888441
chr2	127888702	127888886
chr2	127889628	127889719
chr2	127891242	127891770
chr2	127893066	127893256
chr2	127893564	127893635
chr2	127893866	127893982
chr2	127898257	127898832
chr2	127904593	127904849
chr2	127910155	127911483
chr2	127951366	127952101
chr2	127952729	127953824
chr2	127958498	127958685
chr2	127959520	127959688
chr2	127960016	127960472
chr2	127962629	127963029
chr2	127969458	127970414
chr2	127978951	127979453
chr2	127981878	127982894
chr2	127992420	127993329
chr2	127998199	127998382
chr2	127999844	128000835
chr2	128001046	128001263
chr2	128005565	128006240
chr2	128011134	128011200
chr2	128015363	128016389
chr2	128029874	128029954
chr2	128036896	128038232
chr2	128053589	128053706
chr2	128096287	128096612
chr2	128104540	128104630
chr2	128110670	128110964
chr2	128120559	128121260
chr2	128127306	128127788
chr2	128137906	128138307
chr2	128138611	128138945
chr2	128164998	128165735
chr2	128186483	128186638
chr2	128189914	128190236
chr2	128191695	128191748
chr2	128196192	128196508
chr2	128199719	128200124
chr2	128213451	128213693
chr2	128221601	128222029
chr2	128228571	128229346
chr2	128234442	128234882
chr2	128238072	128238631
chr2	128238859	128239019
chr2	128245453	128245792
chr2	128248558	128248871
chr2	128253495	128255193
chr2	128292711	128292885
chr2	128370193	128371050
chr2	128375501	128375899
chr2	128389626	128389692
chr2	128392470	128392761
chr2	128398931	128399242
chr2	128435016	128435286
chr2	128437854	128438533
chr2	128461247	128461529
chr2	128487653	128487733
chr2	128504911	128505057
chr2	128512539	128513464
chr2	128523755	128525280
chr2	128536450	128536635
chr2	128540513	128541100
chr2	128632444	128632593
chr2	128643176	128644736
chr2	128658976	128659175
chr2	128665294	128665532
chr2	128678878	128678939
chr2	128689447	128689948
chr2	128696564	128696669
chr2	128697579	128697658
chr2	128716558	128716839
chr2	128718082	128718213
chr2	128719042	128719197
chr2	128736302	128736511
chr2	128769249	128770095
chr2	128774069	128774160
chr2	128778748	128778940
chr2	128792623	128794230
chr2	128831841	128832539
chr2	128834808	128835010
chr2	128835887	128836086
chr2	128859259	128859416
chr2	128864554	128865309
chr2	128866471	128866579
chr2	128882382	128882728
chr2	128883461	128884294
chr2	128891268	128892599
chr2	128904018	128904332
chr2	128906252	128906328
chr2	128906797	128907293
chr2	128910849	128910941
chr2	128913445	128913705
chr2	128917552	128917813
chr2	128919011	128919210
chr2	128920343	128920509
chr2	128926502	128927231
chr2	128940639	128940774
chr2	128954996	128956248
chr2	128964818	128964922
chr2	128986924	128987130
chr2	128990524	128991023
chr2	129000137	129000596
chr2	129001743	129002187
chr2	129007457	129007649
chr2	129008165	129008671
chr2	129009388	129009976
chr2	129011575	129011838
chr2	129016883	129017209
chr2	129018550	129018720
chr2	129023786	129025054
chr2	129031469	129031695
chr2	129032365	129032931
chr2	129033756	129034026
chr2	129040476	129041039
chr2	129051835	129052618
chr2	129053496	129054046
chr2	129058453	129058653
chr2	129059158	129059378
chr2	129059631	129060350
chr2	129066668	129067303
chr2	129068876	129069253
chr2	129080951	129081140
chr2	129084348	129084954
chr2	129086010	129086078
chr2	129086980	129087097
chr2	129093447	129093737
chr2	129095554	129095826
chr2	129102143	129102293
chr2	129106856	129106963
chr2	129108636	129108829
chr2	129109144	129109200
chr2	129113627	129113702
chr2	129122293	129123612
chr2	129145902	129145982
chr2	129155941	129156238
chr2	129157423	129157472
chr2	129164029	129164141
chr2	129185897	129186189
chr2	129186551	129186615
chr2	129192614	129192689
chr2	129193727	129194143
chr2	129195282	129195821
chr2	129199024	129199489
chr2	129206094	129206237
chr2	129209523	129209828
chr2	129219407	129219530
chr2	129234102	129234618
chr2	129239378	129240100
chr2	129264733	129264799
chr2	129296687	129296827
chr2	129315570	129315717
chr2	129340398	129340535
chr2	129340748	129341159
chr2	129352038	129352621
chr2	129354880	129355436
chr2	129364851	129364935
chr2	129372545	129372871
chr2	129400297	129400589
chr2	129407940	129408214
chr2	129411709	129412171
chr2	129413707	129413934
chr2	129417886	129419770
chr2	129421548	129421865
chr2	129426773	129427379
chr2	129459065	129459357
chr2	129500595	129501132
chr2	129515589	129515700
chr2	129519963	129520558
chr2	129521961	129522140
chr2	129527020	129527324
chr2	129625873	129627713
chr2	129631346	129631601
chr2	129639823	129640240
chr2	129644747	129644882
chr2	129645961	129646057
chr2	129656233	129656299
chr2	129699368	129699501
chr2	129705727	129705871
chr2	129719095	129719245
chr2	129729481	129729569
chr2	129730497	129730693
chr2	129894112	129894381
chr2	129982919	129983310
chr2	129984651	129984738
chr2	129986646	129986956
chr2	129990798	129991010
chr2	129991816	129992827
chr2	129998490	129998657
chr2	130004279	130005761
chr2	130067614	130068105
chr2	130072641	130073093
chr2	130073848	130074555
chr2	130082484	130083129
chr2	130087879	130088535
chr2	130091122	130091676
chr2	130099398	130100560
chr2	130101234	130101679
chr2	130105153	130106071
chr2	130109426	130110624
chr2	130117175	130117660
chr2	130119081	130119514
chr2	130120474	130122070
chr2	130124118	130124194
chr2	130131608	130131923
chr2	130170450	130170590
chr2	130184687	130184870
chr2	130187749	130188761
chr2	130191230	130191296
chr2	130198081	130199017
chr2	130200725	130200874
chr2	130204201	130204625
chr2	130222790	130223957
chr2	130231924	130232813
chr2	130237465	130237933
chr2	130246720	130246778
chr2	130248082	130248522
chr2	130250626	130251315
chr2	130257544	130257660
chr2	130258892	130259401
chr2	130264660	130264930
chr2	130265573	130266048
chr2	130267797	130268471
chr2	130275655	130276561
chr2	130287287	130287684
chr2	130295650	130296248
chr2	130302658	130302773
chr2	130310335	130310700
chr2	130314436	130314611
chr2	130317481	130317608
chr2	130319975	130320527
chr2	130320802	130321254
chr2	130321830	130322202
chr2	130332802	130332895
chr2	130351072	130351451
chr2	130364254	130364313
chr2	130371663	130371721
chr2	130372882	130372942
chr2	130375497	130375591
chr2	130376626	130376677
chr2	130383279	130383415
chr2	130389040	130390000
chr2	130398001	130398149
chr2	130401753	130401851
chr2	130403307	130404312
chr2	130415118	130415322
chr2	130416113	130416403
chr2	130417149	130417284
chr2	130421374	130421569
chr2	130422943	130423903
chr2	130431556	130431752
chr2	130438970	130439270
chr2	130454956	130456082
chr2	130456634	130456838
chr2	130460750	130461964
chr2	130468125	130468943
chr2	130474925	130475023
chr2	130481241	130482226
chr2	130489738	130490609
chr2	130493129	130493789
chr2	130503162	130503252
chr2	130509166	130509449
chr2	130510891	130512015
chr2	130517147	130517225
chr2	130522616	130523597
chr2	130532478	130532959
chr2	130538586	130538717
chr2	130543774	130543937
chr2	130555167	130555355
chr2	130556517	130556782
chr2	130563679	130563791
chr2	130576104	130576662
chr2	130580842	130581183
chr2	130584890	130584985
chr2	130593201	130593499
chr2	130609827	130609934
chr2	130640160	130640730
chr2	130655982	130656240
chr2	130665350	130666342
chr2	130723489	130723957
chr2	130724527	130724949
chr2	130731702	130733103
chr2	130749787	130749981
chr2	130755568	130756192
chr2	130758709	130758888
chr2	130767625	130767816
chr2	130776217	130776706
chr2	130787536	130787975
chr2	130790928	130791060
chr2	130794573	130794682
chr2	130796546	130797086
chr2	130800529	130801002
chr2	130803214	130804468
chr2	130834741	130835155
chr2	130848697	130848977
chr2	130850855	130851045
chr2	130854086	130854527
chr2	130855004	130855596
chr2	130866383	130866501
chr2	130867105	130867453
chr2	130869987	130870123
chr2	130877811	130878060
chr2	130878541	130878717
chr2	130879842	130881017
chr2	130881346	130881771
chr2	130887537	130887733
chr2	130888275	130888968
chr2	130889316	130889570
chr2	130896077	130896128
chr2	130896709	130896805
chr2	130898836	130899132
chr2	130900121	130900384
chr2	130906228	130906536
chr2	130911730	130911928
chr2	130916678	130916815
chr2	130920502	130921038
chr2	130921924	130922545
chr2	130928953	130929425
chr2	130931880	130932149
chr2	130952712	130953512
chr2	130955528	130956082
chr2	130961211	130962056
chr2	130968132	130968904
chr2	130977995	130978480
chr2	130984376	130984552
chr2	130985065	130985815
chr2	130996836	130998436
chr2	131000355	131000844
chr2	131004828	131006289
chr2	131012158	131013547
chr2	131014182	131014303
chr2	131015195	131015868
chr2	131020895	131020976
chr2	131022399	131022819
chr2	131025212	131025308
chr2	131025536	131025825
chr2	131030453	131030520
chr2	131031041	131032034
chr2	131035274	131036360
chr2	131039473	131040032
chr2	131048418	131049819
chr2	131058359	131058589
chr2	131059415	131060227
chr2	131060951	131061260
chr2	131068523	131069141
chr2	131071489	131071776
chr2	131073257	131073336
chr2	131079401	131080186
chr2	131081545	131081733
chr2	131086377	131086593
chr2	131087807	131089214
chr2	131105326	131105592
chr2	131117405	131117606
chr2	131126108	131126345
chr2	131128399	131128643
chr2	131129865	131130017
chr2	131138259	131138496
chr2	131147102	131147165
chr2	131149564	131149613
chr2	131178063	131179172
chr2	131218556	131218985
chr2	131223158	131223271
chr2	131229882	131230081
chr2	131242177	131242778
chr2	131248470	131249200
chr2	131253164	131253380
chr2	131254824	131255069
chr2	131262268	131262473
chr2	131273127	131273333
chr2	131273701	131274271
chr2	131279753	131280543
chr2	131311080	131311190
chr2	131314583	131314760
chr2	131317227	131318359
chr2	131322768	131323495
chr2	131328644	131328723
chr2	131334155	131334725
chr2	131335496	131336225
chr2	131339993	131340228
chr2	131344210	131345017
chr2	131352755	131353259
chr2	131355670	131356646
chr2	131371062	131372142
chr2	131372747	131372967
chr2	131386871	131388839
chr2	131596589	131596847
chr2	131638432	131638939
chr2	131645934	131646455
chr2	131646733	131647013
chr2	131650950	131651813
chr2	131666917	131667213
chr2	131668268	131668718
chr2	131673306	131674141
chr2	131679154	131680021
chr2	131689358	131689512
chr2	131689744	131690608
chr2	131712527	131712848
chr2	131713996	131714229
chr2	131717736	131717851
chr2	131721039	131721280
chr2	131725283	131725477
chr2	131730563	131731237
chr2	131735369	131736148
chr2	131742182	131742238
chr2	131758100	131758484
chr2	131761221	131761791
chr2	131765272	131765634
chr2	131766167	131766714
chr2	131771146	131771298
chr2	131775662	131775969
chr2	131776432	131776642
chr2	131779184	131779353
chr2	131780833	131781390
chr2	131799870	131800346
chr2	131806705	131806868
chr2	131808278	131808749
chr2	131832319	131832976
chr2	131843505	131843766
chr2	131844964	131845505
chr2	131846826	131847047
chr2	131854732	131856169
chr2	131860397	131860940
chr2	131865656	131866224
chr2	131868920	131869529
chr2	131875087	131875325
chr2	131877063	131877816
chr2	131912669	131912725
chr2	131920138	131920540
chr2	131922402	131922498
chr2	131928489	131929506
chr2	131936861	131937549
chr2	131939674	131940003
chr2	131956982	131957598
chr2	131961902	131962210
chr2	131964837	131965223
chr2	131969733	131971317
chr2	131994914	131995155
chr2	132006396	132006463
chr2	132029670	132029725
chr2	132034141	132034533
chr2	132060494	132060585
chr2	132061772	132061989
chr2	132064169	132064500
chr2	132066226	132067300
chr2	132073105	132074486
chr2	132079355	132079603
chr2	132088474	132089796
chr2	132094975	132095383
chr2	132096207	132096748
